model_id,lambda_,delta,alpha,ma_window,min_gap_samples,n_records,duration_samples,n_ground_truth,n_detections,f1_classic,f1_weighted,f3_classic,f3_weighted,recall_4s,recall_10s,precision_4s,precision_10s,edd_median_s,edd_p95_s,fp_per_min,nab_score_standard,nab_score_low_fp,nab_score_low_fn,tp,fp,fn,tp_weight_sum
model_42,1.0,0.005,0.9999,50,1000,229,180554.47598253275,5.681222707423581,150.5938864628821,0.15524240390786245,0.15061531777154263,0.3990086046582217,0.3871062569210968,0.8218869929054876,0.9646046941898471,0.06949144159643254,0.09262942929418275,2.4386578947368416,3.827815789473683,10.883664614310437,-10.801968490236275,-24.259913179991763,-5.260769071122726,5.537117903930131,140.48471615720524,0.14410480349344978,5.3645676855895195
model_43,1.0,0.005,0.9999,50,2000,229,180554.47598253275,5.681222707423581,81.65502183406113,0.21217933277904782,0.1575270476152992,0.47069518772493113,0.35018522198762175,0.42204286744166014,0.8842136001396212,0.06709065619025198,0.1347568647535122,4.7964070796460145,6.713461061946899,5.937677676677007,-5.862564796009431,-13.179773504701673,-3.837148214589074,4.934497816593886,76.27947598253274,0.7467248908296943,3.6178049490538577
model_44,1.0,0.005,0.9999,50,4000,229,180554.47598253275,5.681222707423581,43.08733624454148,0.1879675698827167,0.12718375556972703,0.3333334215922607,0.22653670615905064,0.2245075956095735,0.4837870587613716,0.06731818685360975,0.13663834303173822,5.306204081632652,6.845850000000002,3.1910754534600385,-5.292173094979086,-9.1229394815415,-6.5863968885974415,2.8471615720524017,40.24017467248908,2.834061135371179,1.8770014556040762
model_45,1.0,0.005,0.9999,200,500,229,180554.47598253275,5.681222707423581,154.72052401746726,0.14859874121138714,0.13618158652166876,0.3801442213636181,0.3472431061500265,0.6979652981804279,0.9268227772883566,0.05911358413423008,0.08950896831661934,2.784497816593889,4.653504803493447,10.958830166152879,-11.931667082090739,-25.84831380983017,-6.479893936561632,5.1615720524017465,144.51528384279476,0.519650655021834,4.689572052401748
model_46,1.0,0.005,0.9999,200,1000,229,180554.47598253275,5.681222707423581,105.45414847161572,0.18332238751744778,0.15483153887297418,0.4325856367095552,0.36537562212444163,0.5664066101293176,0.9041467216460795,0.065927253252252,0.11375229770101013,3.710427947598253,5.591313537117904,7.578879301123466,-7.954091121075627,-17.428400375083626,-4.911259638176431,4.9825327510917035,98.44541484716157,0.6986899563318777,4.172937409024744
model_47,1.0,0.005,0.9999,200,2000,229,180554.47598253275,5.681222707423581,65.5764192139738,0.2099285077973253,0.14654750801109875,0.4325791359125077,0.3015150922766305,0.3557792715319044,0.7512895626079545,0.06587609190067124,0.1394096086143137,5.181039647577091,6.817999999999997,4.752669434873014,-5.608050233366967,-11.492289665719841,-4.9017383774525385,4.117903930131004,61.29257641921397,1.5633187772925765,2.809481804949053
model_48,1.0,0.005,0.9999,200,4000,229,180554.47598253275,5.681222707423581,38.2532751091703,0.18618477555083657,0.12472893687598252,0.3162922089693101,0.21007971640355858,0.20603540043881682,0.4530245862252027,0.06593255529667127,0.13932245372573238,5.304730964467006,6.602621319796957,2.8194476593770106,-5.542531497048621,-8.952041665088146,-7.440396500365104,2.441048034934498,35.81222707423581,3.2401746724890828,1.6208617176128093
model_49,1.0,0.01,0.99,10,500,229,180554.47598253275,5.681222707423581,312.8340611353712,0.093922463107052,0.09390549971038639,0.2816189382153154,0.28154356237486283,0.995669577874818,0.99872634643377,0.043100064439273576,0.05305843572029914,1.2822183406113477,1.8316192139738017,22.337617915944364,-24.542917811072304,-52.50618381626689,-11.417180004981557,5.672489082969432,292.29694323144105,0.008733624454148471,5.67130422125182
model_50,1.0,0.01,0.99,10,1000,229,180554.47598253275,5.681222707423581,167.0829694323144,0.14952812897137938,0.14778344024556342,0.39076367815273927,0.38642751876531156,0.9002971099169403,0.9959280409062069,0.06860230383950296,0.08882107218660013,2.3003755458515274,3.432517030567686,11.923418793738415,-12.055297653167884,-27.020945910938746,-5.651076144369788,5.6593886462882095,156.00873362445415,0.021834061135371178,5.57984861717613
model_51,1.0,0.01,0.99,10,2000,229,180554.47598253275,5.681222707423581,87.09606986899563,0.21130710300453362,0.1586204061670946,0.47689444694949573,0.3581761481604796,0.42326655491952175,0.9326587806262864,0.0651114712486872,0.13373914620186095,4.7459825327510865,6.703969432314411,6.283939752945689,-6.206211500952458,-14.018392243716862,-3.8503394701816083,5.11353711790393,81.48034934497817,0.5676855895196506,3.728815138282388
