model_id,drift_confidence,warning_confidence,lambda_option,ma_window,min_gap_samples,n_records,two_side_option,duration_samples,n_ground_truth,n_detections,f1_classic,f1_weighted,f3_classic,f3_weighted,recall_4s,recall_10s,precision_4s,precision_10s,edd_median_s,edd_p95_s,fp_per_min,nab_score_standard,nab_score_low_fp,nab_score_low_fn,tp,fp,fn,tp_weight_sum
model_39,0.0001,0.001,0.05,100,3000,68,0.5,127232.0,2.8529411764705883,0.5588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06588242691442772,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5588235294117647,2.8529411764705883,0.0
model_40,0.0001,0.001,0.05,100,5000,68,0.5,127232.0,2.8529411764705883,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.05894743460764585,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5,2.8529411764705883,0.0
model_41,0.0001,0.001,0.1,1,500,68,0.5,127232.0,2.8529411764705883,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04854494614747305,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.4117647058823529,2.8529411764705883,0.0
model_42,0.0001,0.001,0.1,1,1000,68,0.5,127232.0,2.8529411764705883,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04854494614747305,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.4117647058823529,2.8529411764705883,0.0
model_43,0.0001,0.001,0.1,1,2000,68,0.5,127232.0,2.8529411764705883,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04854494614747305,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.4117647058823529,2.8529411764705883,0.0
model_44,0.0001,0.001,0.1,1,3000,68,0.5,127232.0,2.8529411764705883,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04854494614747305,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.4117647058823529,2.8529411764705883,0.0
model_45,0.0001,0.001,0.1,1,5000,68,0.5,127232.0,2.8529411764705883,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04854494614747305,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.4117647058823529,2.8529411764705883,0.0
model_46,0.0001,0.001,0.1,10,500,68,0.5,127232.0,2.8529411764705883,0.5588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06588242691442771,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5588235294117647,2.8529411764705883,0.0
model_47,0.0001,0.001,0.1,10,1000,68,0.5,127232.0,2.8529411764705883,0.5588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06588242691442771,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5588235294117647,2.8529411764705883,0.0
model_48,0.0001,0.001,0.1,10,2000,68,0.5,127232.0,2.8529411764705883,0.5588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06588242691442771,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5588235294117647,2.8529411764705883,0.0
model_49,0.0001,0.001,0.1,10,3000,68,0.5,127232.0,2.8529411764705883,0.5588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06588242691442771,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5588235294117647,2.8529411764705883,0.0
model_50,0.0001,0.001,0.1,10,5000,68,0.5,127232.0,2.8529411764705883,0.5588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06588242691442771,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5588235294117647,2.8529411764705883,0.0
model_51,0.0001,0.001,0.1,50,500,68,0.5,127232.0,2.8529411764705883,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06241493076103679,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5294117647058824,2.8529411764705883,0.0
model_52,0.0001,0.001,0.1,50,1000,68,0.5,127232.0,2.8529411764705883,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.05547993845425492,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.47058823529411764,2.8529411764705883,0.0
model_53,0.0001,0.001,0.1,50,2000,68,0.5,127232.0,2.8529411764705883,0.4411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.052012442300863986,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.4411764705882353,2.8529411764705883,0.0
model_54,0.0001,0.001,0.1,50,3000,68,0.5,127232.0,2.8529411764705883,0.4411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.052012442300863986,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.4411764705882353,2.8529411764705883,0.0
model_55,0.0001,0.001,0.1,50,5000,68,0.5,127232.0,2.8529411764705883,0.4411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.052012442300863986,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.4411764705882353,2.8529411764705883,0.0
model_56,0.0001,0.001,0.1,100,500,68,0.5,127232.0,2.8529411764705883,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.09015489998816426,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.7647058823529411,2.8529411764705883,0.0
model_57,0.0001,0.001,0.1,100,1000,68,0.5,127232.0,2.8529411764705883,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06934992306781865,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5882352941176471,2.8529411764705883,0.0
model_58,0.0001,0.001,0.1,100,2000,68,0.5,127232.0,2.8529411764705883,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06241493076103679,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5294117647058824,2.8529411764705883,0.0
model_59,0.0001,0.001,0.1,100,3000,68,0.5,127232.0,2.8529411764705883,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.05894743460764585,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5,2.8529411764705883,0.0
model_60,0.0001,0.001,0.1,100,5000,68,0.5,127232.0,2.8529411764705883,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.05547993845425492,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.47058823529411764,2.8529411764705883,0.0
model_61,0.0001,0.001,0.2,1,500,68,0.5,127232.0,2.8529411764705883,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04160995384069119,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.35294117647058826,2.8529411764705883,0.0
model_62,0.0001,0.001,0.2,1,1000,68,0.5,127232.0,2.8529411764705883,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04160995384069119,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.35294117647058826,2.8529411764705883,0.0
model_63,0.0001,0.001,0.2,1,2000,68,0.5,127232.0,2.8529411764705883,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04160995384069119,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.35294117647058826,2.8529411764705883,0.0
model_64,0.0001,0.001,0.2,1,3000,68,0.5,127232.0,2.8529411764705883,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04160995384069119,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.35294117647058826,2.8529411764705883,0.0
model_65,0.0001,0.001,0.2,1,5000,68,0.5,127232.0,2.8529411764705883,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04160995384069119,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.35294117647058826,2.8529411764705883,0.0
model_66,0.0001,0.001,0.2,10,500,68,0.5,127232.0,2.8529411764705883,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06241493076103679,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5294117647058824,2.8529411764705883,0.0
model_67,0.0001,0.001,0.2,10,1000,68,0.5,127232.0,2.8529411764705883,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06241493076103679,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5294117647058824,2.8529411764705883,0.0
model_68,0.0001,0.001,0.2,10,2000,68,0.5,127232.0,2.8529411764705883,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06241493076103679,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5294117647058824,2.8529411764705883,0.0
model_69,0.0001,0.001,0.2,10,3000,68,0.5,127232.0,2.8529411764705883,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06241493076103679,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5294117647058824,2.8529411764705883,0.0
model_70,0.0001,0.001,0.2,10,5000,68,0.5,127232.0,2.8529411764705883,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06241493076103679,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5294117647058824,2.8529411764705883,0.0
model_71,0.0001,0.001,0.2,50,500,68,0.5,127232.0,2.8529411764705883,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04507744999408212,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.38235294117647056,2.8529411764705883,0.0
model_72,0.0001,0.001,0.2,50,1000,68,0.5,127232.0,2.8529411764705883,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04507744999408212,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.38235294117647056,2.8529411764705883,0.0
model_73,0.0001,0.001,0.2,50,2000,68,0.5,127232.0,2.8529411764705883,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04507744999408212,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.38235294117647056,2.8529411764705883,0.0
model_74,0.0001,0.001,0.2,50,3000,68,0.5,127232.0,2.8529411764705883,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04507744999408212,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.38235294117647056,2.8529411764705883,0.0
model_75,0.0001,0.001,0.2,50,5000,68,0.5,127232.0,2.8529411764705883,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.04507744999408212,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.38235294117647056,2.8529411764705883,0.0
model_76,0.0001,0.001,0.2,100,500,68,0.5,127232.0,2.8529411764705883,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.09015489998816426,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.7647058823529411,2.8529411764705883,0.0
model_77,0.0001,0.001,0.2,100,1000,68,0.5,127232.0,2.8529411764705883,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06934992306781865,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5882352941176471,2.8529411764705883,0.0
model_78,0.0001,0.001,0.2,100,2000,68,0.5,127232.0,2.8529411764705883,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06241493076103679,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5294117647058824,2.8529411764705883,0.0
model_79,0.0001,0.001,0.2,100,3000,68,0.5,127232.0,2.8529411764705883,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.05894743460764585,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.5,2.8529411764705883,0.0
model_80,0.0001,0.001,0.2,100,5000,68,0.5,127232.0,2.8529411764705883,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.05547993845425492,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.47058823529411764,2.8529411764705883,0.0
model_81,0.0001,0.005,0.01,1,500,68,0.5,127232.0,2.8529411764705883,34.94117647058823,0.004084510326688044,0.004084510326688044,0.0112346049370412,0.0112346049370412,0.07941176470588236,0.07941176470588236,0.0021723848376727648,0.002443263169961659,1.2984000000000122,1.2984000000000122,4.039633018700438,-5.2325869966768614,-7.8455576929455715,-6.661395766189564,0.14705882352941177,34.26470588235294,2.7058823529411766,0.14705882352941177
model_82,0.0001,0.005,0.01,1,1000,68,0.5,127232.0,2.8529411764705883,18.735294117647058,0.006531755912997703,0.006531755912997703,0.016643315594999195,0.016643315594999195,0.07941176470588236,0.07941176470588236,0.003980150410711088,0.004272433463527589,1.3560000000000065,1.3560000000000065,2.1637175997159424,-3.996714143937003,-5.374397076280534,-6.043166795412297,0.14705882352941177,18.352941176470587,2.7058823529411766,0.14705882352941177
